CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
53033025806,Washington,King County,1,4954,1738,0,41,0.83,0,0,0,0,0,0,10.7,87228,0,1,0,1,0,0,0,0,NULL,3204,NULL,NULL,773,NULL,3204,64.68,773,15.61,784,15.82,314,6.35,1301,26.27,462,9.33,975,19.68,47,0.94,29,0.59,390,7.87,286,5.78,12,0.66,96,5.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1248,1203,453,1985,687,1587,77,50,568,468,22,167
53033026001,Washington,King County,1,5274,1966,0,64,1.21,0,0,0,0,0,0,4.0,89145,0,1,0,1,0,0,0,0,93,4218,93,11,563,11,4218,79.98,563,10.68,780,14.80,696,13.19,1671,31.68,1028,19.49,1089,20.65,17,0.33,21,0.40,391,7.42,292,5.54,44,2.25,141,7.16,93,1.77,11,0.22,14,0.26,13,0.25,42,0.79,28,0.53,15,0.29,0,0.00,0,0.00,8,0.15,4,0.08,1,0.05,3,0.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,892,1008,800,1992,1351,1369,32,35,495,370,52,189
53033026002,Washington,King County,1,7911,2907,0,87,1.10,1,1,1,1,1,1,20.7,64167,1,1,1,1,1,0,0,1,1421,5271,1421,649,1889,649,5271,66.63,1889,23.88,1566,19.80,401,5.06,1339,16.93,1917,24.24,1237,15.63,46,0.59,50,0.64,682,8.61,616,7.78,224,7.70,354,12.19,1421,17.96,649,8.21,582,7.36,56,0.71,212,2.68,783,9.90,204,2.58,12,0.15,16,0.20,194,2.45,138,1.75,88,3.03,88,3.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3248,2162,712,2367,2675,1751,76,58,984,881,422,586
53033026100,Washington,King County,1,6712,2463,0,29,0.43,0,1,0,1,1,1,12.7,54740,0,1,0,1,0,0,0,1,67,4117,67,22,1541,22,4117,61.33,1541,22.97,953,14.19,436,6.50,1184,17.63,1255,18.69,1144,17.05,27,0.41,53,0.80,454,6.76,373,5.56,111,4.50,337,13.67,67,1.00,22,0.33,16,0.24,7,0.11,13,0.19,1,0.02,50,0.75,0,0.00,0,0.00,3,0.05,2,0.03,1,0.03,5,0.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3858,1621,701,1695,2151,2006,79,69,712,617,211,617
53033026200,Washington,King County,1,4998,2263,0,6,0.12,1,1,1,0,0,1,13.4,71228,1,1,1,1,1,0,0,0,746,4272,746,244,1125,244,4272,85.48,1125,22.50,861,17.22,321,6.42,2016,40.34,715,14.30,686,13.73,138,2.77,31,0.63,686,13.72,737,14.75,98,4.35,388,17.16,746,14.93,244,4.88,138,2.76,51,1.01,401,8.02,122,2.45,110,2.20,14,0.28,5,0.09,95,1.89,93,1.87,19,0.84,69,3.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1606,976,405,2402,847,794,145,40,770,827,119,467
53033026300,Washington,King County,1,1626,579,0,0,0.00,0,0,0,0,0,0,3.4,95592,1,1,1,1,1,0,0,0,1205,1625,1205,273,352,273,1625,99.95,352,21.63,401,24.65,151,9.29,656,40.36,263,16.17,520,31.98,27,1.66,27,1.66,132,8.12,175,10.76,0,0.00,72,12.43,1205,74.11,273,16.77,295,18.14,116,7.16,515,31.65,166,10.20,390,23.97,19,1.19,20,1.24,95,5.87,133,8.18,0,0.00,53,9.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,351,401,151,657,263,520,27,27,132,175,0,68
53033026400,Washington,King County,1,5745,2268,0,18,0.31,0,1,0,0,0,1,7.5,56420,0,1,0,1,0,0,0,0,1,3257,1,0,1074,0,3257,56.70,1074,18.70,733,12.76,391,6.80,1599,27.84,509,8.87,430,7.49,79,1.38,62,1.08,577,10.04,695,12.09,96,4.23,196,8.63,1,0.01,0,0.01,0,0.00,1,0.01,0,0.00,0,0.00,1,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2596,1393,555,2659,923,681,142,121,1219,1493,162,361
53033026500,Washington,King County,1,3459,1258,0,66,1.91,1,1,1,0,0,1,31.3,34875,1,1,1,1,1,0,0,0,619,1991,619,304,1013,304,1991,57.57,1013,29.28,465,13.45,187,5.39,1000,28.90,157,4.54,401,11.59,35,1.01,49,1.42,350,10.11,393,11.38,72,5.74,293,23.29,619,17.91,304,8.79,143,4.12,51,1.47,323,9.33,21,0.62,106,3.05,11,0.32,18,0.53,141,4.07,160,4.62,17,1.38,89,7.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2301,822,389,1371,446,1002,48,62,530,554,315,621
53033026600,Washington,King County,1,2306,836,0,0,0.00,0,0,0,0,0,0,14.0,96042,0,0,0,0,0,0,0,0,NULL,52,NULL,NULL,11,NULL,52,2.24,11,0.49,14,0.63,5,0.21,30,1.30,8,0.34,9,0.41,0,0.00,0,0.02,4,0.18,6,0.26,0,0.00,2,0.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,754,526,191,1170,179,527,33,22,375,434,27,124
53033026700,Washington,King County,1,5472,2041,0,50,0.91,0,0,0,0,0,0,19.3,87440,1,1,1,1,1,0,0,0,820,4125,820,92,1261,92,4125,75.38,1261,23.04,979,17.90,549,10.03,2859,52.24,174,3.17,429,7.85,82,1.51,36,0.65,545,9.97,645,11.79,31,1.51,208,10.21,820,14.99,92,1.68,155,2.83,168,3.07,716,13.09,6,0.12,55,1.00,6,0.11,1,0.02,36,0.66,21,0.39,6,0.27,44,2.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1660,1271,666,3645,243,721,90,64,709,824,27,260
53033026801,Washington,King County,1,5385,1993,0,8,0.15,0,1,0,0,0,1,14.7,50843,0,1,0,1,0,0,0,0,NULL,2975,NULL,NULL,801,NULL,2975,55.24,801,14.88,720,13.37,250,4.63,1416,26.30,280,5.20,659,12.24,72,1.33,64,1.20,483,8.98,613,11.39,71,3.57,279,13.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1994,1339,411,2390,475,1088,125,102,1205,1601,476,551
53033026802,Washington,King County,1,4906,1615,0,18,0.37,0,1,0,0,0,1,13.2,63977,0,1,0,1,0,0,0,0,NULL,2661,NULL,NULL,1004,NULL,2661,54.25,1004,20.47,682,13.90,256,5.21,1152,23.48,193,3.93,650,13.24,58,1.19,27,0.55,581,11.85,695,14.17,62,3.85,260,16.12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2033,1273,468,2101,410,1232,88,53,1022,1232,186,538
53033027000,Washington,King County,1,3489,1161,0,0,0.00,0,1,0,0,0,1,12.5,63036,0,1,0,1,0,0,0,0,0,1375,0,0,397,0,1375,39.41,397,11.39,337,9.66,129,3.70,683,19.57,91,2.61,256,7.34,26,0.74,38,1.09,281,8.06,302,8.66,21,1.84,72,6.24,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,918,851,326,1770,205,635,101,86,692,786,51,184
53033027100,Washington,King County,1,3431,1248,0,128,3.73,0,1,0,1,1,1,24.8,46708,0,1,0,1,0,0,0,1,0,1765,0,0,736,0,1765,51.44,736,21.46,419,12.22,233,6.80,905,26.37,275,8.02,169,4.93,30,0.87,15,0.43,372,10.83,462,13.48,108,8.67,135,10.79,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1723,819,401,1699,427,472,96,38,699,903,204,257
53033027200,Washington,King County,1,2558,866,0,13,0.51,0,1,0,0,0,1,23.3,91513,0,1,0,1,0,0,0,0,497,1631,497,148,398,148,1631,63.78,398,15.54,412,16.11,143,5.61,809,31.62,160,6.25,424,16.57,46,1.79,23,0.89,170,6.65,193,7.54,37,4.27,191,22.01,497,19.45,148,5.80,105,4.09,40,1.58,287,11.22,28,1.11,128,4.99,11,0.41,4,0.14,40,1.57,38,1.48,14,1.59,64,7.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,858,681,189,1188,297,531,78,40,424,498,60,272
53033027300,Washington,King County,1,6327,1932,0,119,1.88,0,1,0,0,0,1,18.1,59864,0,1,0,1,0,0,0,0,0,3571,0,0,941,0,3571,56.45,941,14.87,913,14.43,315,4.97,1707,26.98,390,6.16,561,8.86,95,1.50,63,1.00,755,11.94,877,13.86,22,1.14,298,15.42,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2225,1741,504,2926,768,1122,127,93,1291,1571,170,497
53033027400,Washington,King County,1,5421,1816,0,23,0.42,0,0,0,0,0,0,3.9,86250,0,1,0,1,0,0,0,0,NULL,1980,NULL,NULL,321,NULL,1980,36.53,321,5.93,527,9.73,188,3.47,1028,18.97,86,1.59,376,6.94,43,0.79,45,0.83,402,7.42,506,9.33,13,0.72,49,2.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1105,1367,584,2812,233,1105,119,90,1062,1203,108,142
53033027500,Washington,King County,1,4718,1753,0,144,3.05,0,1,0,0,0,1,14.8,67687,0,1,0,1,0,0,0,0,NULL,1207,NULL,NULL,451,NULL,1207,25.59,451,9.57,260,5.50,252,5.35,700,14.84,103,2.18,160,3.39,17,0.35,16,0.35,212,4.49,295,6.26,59,3.39,88,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1575,994,677,2883,241,650,76,74,794,990,128,337
53033027600,Washington,King County,1,4648,1674,0,68,1.46,0,0,0,0,1,0,10.8,90750,1,1,1,1,1,0,0,1,1050,4537,1050,167,1480,167,4537,97.61,1480,31.85,1190,25.60,488,10.51,2571,55.31,328,7.06,271,5.82,69,1.49,82,1.77,1216,26.16,1477,31.78,137,8.19,255,15.23,1050,22.60,167,3.59,203,4.37,219,4.70,882,18.98,18,0.39,41,0.87,8,0.17,9,0.20,92,1.98,108,2.32,14,0.86,67,4.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1483,1225,491,2608,337,273,71,86,1273,1553,139,265
53033027701,Washington,King County,0,5679,2433,0,82,1.44,0,0,0,0,1,0,7.7,114702,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,4776,84.10,1107,19.50,964,16.97,810,14.26,4420,77.83,38,0.66,68,1.20,3,0.06,22,0.38,225,3.97,189,3.34,167,6.86,163,6.70,3506,61.73,789,13.89,688,12.12,607,10.68,3269,57.57,27,0.47,43,0.76,3,0.05,16,0.28,147,2.59,114,2.00,118,4.86,119,4.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1167,1185,937,5200,50,91,4,23,311,268,175,172
53033027702,Washington,King County,0,4945,2173,0,5,0.10,0,0,0,0,0,0,2.1,113000,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,4931,99.71,690,13.96,880,17.80,932,18.85,4595,92.92,40,0.81,84,1.69,1,0.02,38,0.76,173,3.51,165,3.33,31,1.41,31,1.41,4691,94.86,628,12.70,834,16.86,896,18.12,4370,88.37,38,0.76,81,1.64,1,0.02,35,0.71,166,3.36,151,3.06,28,1.30,29,1.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,735,883,935,4608,40,84,1,38,174,166,33,33
53033027800,Washington,King County,1,3290,1405,0,3,0.09,0,0,0,0,0,0,2.7,112031,1,1,1,1,1,0,0,0,2200,3290,2200,115,164,115,3290,100.00,164,4.98,584,17.75,717,21.79,2980,90.58,28,0.85,114,3.47,12,0.36,20,0.61,136,4.13,144,4.38,21,1.50,63,4.46,2200,66.87,115,3.50,367,11.15,527,16.01,2031,61.74,16,0.48,78,2.37,5,0.15,11,0.34,59,1.79,73,2.21,10,0.72,42,2.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,171,584,717,2980,28,114,12,20,136,144,24,63
53033027900,Washington,King County,1,6514,2988,0,46,0.71,0,0,0,0,0,0,13.1,86349,0,1,0,1,0,0,0,0,96,2725,96,13,294,13,2725,41.84,294,4.51,526,8.07,451,6.93,2335,35.84,48,0.74,139,2.13,17,0.25,20,0.30,168,2.57,197,3.02,74,2.46,150,5.01,96,1.48,13,0.19,18,0.28,24,0.36,89,1.37,0,0.00,4,0.07,0,0.00,0,0.00,3,0.04,2,0.04,2,0.08,6,0.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1968,1258,879,4791,284,337,66,102,934,1188,324,429
53033028000,Washington,King County,1,3366,1456,0,16,0.48,0,0,0,0,0,1,22.5,58291,0,0,0,0,0,0,0,0,NULL,115,NULL,NULL,49,NULL,115,3.40,49,1.45,30,0.89,15,0.46,83,2.48,7,0.21,5,0.16,16,0.46,0,0.01,3,0.09,6,0.17,5,0.37,8,0.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1879,779,286,1593,416,341,138,68,810,939,259,339
53033028100,Washington,King County,1,2477,822,0,32,1.29,0,1,0,0,0,1,10.5,67885,0,1,0,1,0,0,0,0,NULL,712,NULL,NULL,225,NULL,712,28.75,225,9.08,196,7.91,57,2.31,237,9.56,101,4.08,211,8.51,34,1.36,8,0.32,122,4.91,129,5.19,23,2.78,56,6.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,824,670,177,765,602,535,119,39,417,461,93,216
53033028200,Washington,King County,1,4718,1855,0,18,0.38,0,1,0,0,0,1,23.0,64018,0,1,0,1,0,0,0,0,NULL,917,NULL,NULL,291,NULL,917,19.43,291,6.18,221,4.69,58,1.24,420,8.89,146,3.10,190,4.03,44,0.93,9,0.19,108,2.29,121,2.57,55,2.94,69,3.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2233,1157,336,1844,1240,716,197,57,664,774,192,357
